filepath,thesis_group,template,timeframe,description,params
thesis_02_volatility_regime/T02-F_k50_30min_0923.py,02,T02-F_k50,30min,"KAMA Trend (kama=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;kama_window=50;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-F_k50_60min_0924.py,02,T02-F_k50,60min,"KAMA Trend (kama=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;kama_window=50;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-A_15min_0925.py,03,T03-A,15min,"Hilbert Trendline + Sine Cycle","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-A_30min_0926.py,03,T03-A,30min,"Hilbert Trendline + Sine Cycle","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-A_60min_0927.py,03,T03-A,60min,"Hilbert Trendline + Sine Cycle","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-B_b14_m30_15min_0928.py,03,T03-B_b14_m30,15min,"DCPeriod Adaptive (base=14, max=30)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;base_window=14;ema_window=13;max_cycle=30;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-B_b14_m30_30min_0929.py,03,T03-B_b14_m30,30min,"DCPeriod Adaptive (base=14, max=30)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;base_window=14;ema_window=20;max_cycle=30;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-B_b14_m30_60min_0930.py,03,T03-B_b14_m30,60min,"DCPeriod Adaptive (base=14, max=30)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;base_window=14;ema_window=30;max_cycle=30;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-B_b14_m50_15min_0931.py,03,T03-B_b14_m50,15min,"DCPeriod Adaptive (base=14, max=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;base_window=14;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-B_b14_m50_30min_0932.py,03,T03-B_b14_m50,30min,"DCPeriod Adaptive (base=14, max=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;base_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-B_b14_m50_60min_0933.py,03,T03-B_b14_m50,60min,"DCPeriod Adaptive (base=14, max=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;base_window=14;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-B_b20_m30_15min_0934.py,03,T03-B_b20_m30,15min,"DCPeriod Adaptive (base=20, max=30)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;base_window=20;ema_window=13;max_cycle=30;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-B_b20_m30_30min_0935.py,03,T03-B_b20_m30,30min,"DCPeriod Adaptive (base=20, max=30)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;base_window=20;ema_window=20;max_cycle=30;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-B_b20_m30_60min_0936.py,03,T03-B_b20_m30,60min,"DCPeriod Adaptive (base=20, max=30)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;base_window=20;ema_window=30;max_cycle=30;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-B_b20_m50_15min_0937.py,03,T03-B_b20_m50,15min,"DCPeriod Adaptive (base=20, max=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;base_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-B_b20_m50_30min_0938.py,03,T03-B_b20_m50,30min,"DCPeriod Adaptive (base=20, max=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;base_window=20;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-B_b20_m50_60min_0939.py,03,T03-B_b20_m50,60min,"DCPeriod Adaptive (base=20, max=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;base_window=20;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-B_b26_m30_15min_0940.py,03,T03-B_b26_m30,15min,"DCPeriod Adaptive (base=26, max=30)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;base_window=26;ema_window=13;max_cycle=30;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-B_b26_m30_30min_0941.py,03,T03-B_b26_m30,30min,"DCPeriod Adaptive (base=26, max=30)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;base_window=26;ema_window=20;max_cycle=30;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-B_b26_m30_60min_0942.py,03,T03-B_b26_m30,60min,"DCPeriod Adaptive (base=26, max=30)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;base_window=26;ema_window=30;max_cycle=30;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-B_b26_m50_15min_0943.py,03,T03-B_b26_m50,15min,"DCPeriod Adaptive (base=26, max=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;base_window=26;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-B_b26_m50_30min_0944.py,03,T03-B_b26_m50,30min,"DCPeriod Adaptive (base=26, max=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;base_window=26;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-B_b26_m50_60min_0945.py,03,T03-B_b26_m50,60min,"DCPeriod Adaptive (base=26, max=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;base_window=26;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-C_l10_15min_0946.py,03,T03-C_l10,15min,"LinReg Slope (lr=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;lr_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-C_l10_30min_0947.py,03,T03-C_l10,30min,"LinReg Slope (lr=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;lr_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-C_l10_60min_0948.py,03,T03-C_l10,60min,"LinReg Slope (lr=10)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;lr_window=10;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-C_l14_15min_0949.py,03,T03-C_l14,15min,"LinReg Slope (lr=14)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;lr_window=14;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-C_l14_30min_0950.py,03,T03-C_l14,30min,"LinReg Slope (lr=14)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;lr_window=14;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-C_l14_60min_0951.py,03,T03-C_l14,60min,"LinReg Slope (lr=14)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;lr_window=14;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-C_l20_15min_0952.py,03,T03-C_l20,15min,"LinReg Slope (lr=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;lr_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-C_l20_30min_0953.py,03,T03-C_l20,30min,"LinReg Slope (lr=20)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;lr_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-C_l20_60min_0954.py,03,T03-C_l20,60min,"LinReg Slope (lr=20)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;lr_window=20;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-D_r10_15min_0955.py,03,T03-D_r10,15min,"Sine Crossover (rsi=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-D_r10_30min_0956.py,03,T03-D_r10,30min,"Sine Crossover (rsi=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=10;vol_window=26"
thesis_03_time_series_decomp/T03-D_r10_60min_0957.py,03,T03-D_r10,60min,"Sine Crossover (rsi=10)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=10;vol_window=34"
thesis_03_time_series_decomp/T03-D_r14_15min_0958.py,03,T03-D_r14,15min,"Sine Crossover (rsi=14)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=14;vol_window=20"
thesis_03_time_series_decomp/T03-D_r14_30min_0959.py,03,T03-D_r14,30min,"Sine Crossover (rsi=14)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-D_r14_60min_0960.py,03,T03-D_r14,60min,"Sine Crossover (rsi=14)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=14;vol_window=34"
thesis_03_time_series_decomp/T03-D_r21_15min_0961.py,03,T03-D_r21,15min,"Sine Crossover (rsi=21)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=21;vol_window=20"
thesis_03_time_series_decomp/T03-D_r21_30min_0962.py,03,T03-D_r21,30min,"Sine Crossover (rsi=21)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=21;vol_window=26"
thesis_03_time_series_decomp/T03-D_r21_60min_0963.py,03,T03-D_r21,60min,"Sine Crossover (rsi=21)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m14_e13_15min_0964.py,03,T03-E_m14_e13,15min,"Entropy Proxy (mad=14, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;mad_window=14;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m14_e13_30min_0965.py,03,T03-E_m14_e13,30min,"Entropy Proxy (mad=14, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=13;mad_window=14;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m14_e13_60min_0966.py,03,T03-E_m14_e13,60min,"Entropy Proxy (mad=14, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=13;mad_window=14;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m14_e26_15min_0967.py,03,T03-E_m14_e26,15min,"Entropy Proxy (mad=14, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=26;mad_window=14;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m14_e26_30min_0968.py,03,T03-E_m14_e26,30min,"Entropy Proxy (mad=14, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=26;mad_window=14;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m14_e26_60min_0969.py,03,T03-E_m14_e26,60min,"Entropy Proxy (mad=14, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=26;mad_window=14;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m14_e50_15min_0970.py,03,T03-E_m14_e50,15min,"Entropy Proxy (mad=14, ema=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=50;mad_window=14;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m14_e50_30min_0971.py,03,T03-E_m14_e50,30min,"Entropy Proxy (mad=14, ema=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=50;mad_window=14;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m14_e50_60min_0972.py,03,T03-E_m14_e50,60min,"Entropy Proxy (mad=14, ema=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=50;mad_window=14;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m20_e13_15min_0973.py,03,T03-E_m20_e13,15min,"Entropy Proxy (mad=20, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;mad_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m20_e13_30min_0974.py,03,T03-E_m20_e13,30min,"Entropy Proxy (mad=20, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=13;mad_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m20_e13_60min_0975.py,03,T03-E_m20_e13,60min,"Entropy Proxy (mad=20, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=13;mad_window=20;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m20_e26_15min_0976.py,03,T03-E_m20_e26,15min,"Entropy Proxy (mad=20, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=26;mad_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m20_e26_30min_0977.py,03,T03-E_m20_e26,30min,"Entropy Proxy (mad=20, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=26;mad_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m20_e26_60min_0978.py,03,T03-E_m20_e26,60min,"Entropy Proxy (mad=20, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=26;mad_window=20;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m20_e50_15min_0979.py,03,T03-E_m20_e50,15min,"Entropy Proxy (mad=20, ema=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=50;mad_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m20_e50_30min_0980.py,03,T03-E_m20_e50,30min,"Entropy Proxy (mad=20, ema=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=50;mad_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m20_e50_60min_0981.py,03,T03-E_m20_e50,60min,"Entropy Proxy (mad=20, ema=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=50;mad_window=20;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m34_e13_15min_0982.py,03,T03-E_m34_e13,15min,"Entropy Proxy (mad=34, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;mad_window=34;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m34_e13_30min_0983.py,03,T03-E_m34_e13,30min,"Entropy Proxy (mad=34, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=13;mad_window=34;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m34_e13_60min_0984.py,03,T03-E_m34_e13,60min,"Entropy Proxy (mad=34, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=13;mad_window=34;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m34_e26_15min_0985.py,03,T03-E_m34_e26,15min,"Entropy Proxy (mad=34, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=26;mad_window=34;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m34_e26_30min_0986.py,03,T03-E_m34_e26,30min,"Entropy Proxy (mad=34, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=26;mad_window=34;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m34_e26_60min_0987.py,03,T03-E_m34_e26,60min,"Entropy Proxy (mad=34, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=26;mad_window=34;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_03_time_series_decomp/T03-E_m34_e50_15min_0988.py,03,T03-E_m34_e50,15min,"Entropy Proxy (mad=34, ema=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=50;mad_window=34;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_03_time_series_decomp/T03-E_m34_e50_30min_0989.py,03,T03-E_m34_e50,30min,"Entropy Proxy (mad=34, ema=50)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=50;mad_window=34;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_03_time_series_decomp/T03-E_m34_e50_60min_0990.py,03,T03-E_m34_e50,60min,"Entropy Proxy (mad=34, ema=50)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=50;mad_window=34;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_04_microstructure_flow/T04-A_c10_5min_0991.py,04,T04-A_c10,5min,"BOP+CMF Flow (cmf=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;cmf_window=10;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-A_c10_15min_0992.py,04,T04-A_c10,15min,"BOP+CMF Flow (cmf=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;cmf_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-A_c10_30min_0993.py,04,T04-A_c10,30min,"BOP+CMF Flow (cmf=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;cmf_window=10;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-A_c20_5min_0994.py,04,T04-A_c20,5min,"BOP+CMF Flow (cmf=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;cmf_window=20;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-A_c20_15min_0995.py,04,T04-A_c20,15min,"BOP+CMF Flow (cmf=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;cmf_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-A_c20_30min_0996.py,04,T04-A_c20,30min,"BOP+CMF Flow (cmf=20)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;cmf_window=20;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-A_c34_5min_0997.py,04,T04-A_c34,5min,"BOP+CMF Flow (cmf=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;cmf_window=34;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-A_c34_15min_0998.py,04,T04-A_c34,15min,"BOP+CMF Flow (cmf=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;cmf_window=34;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-A_c34_30min_0999.py,04,T04-A_c34,30min,"BOP+CMF Flow (cmf=34)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;cmf_window=34;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-B_m10_5min_1000.py,04,T04-B_m10,5min,"MFI Reversal (mfi=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mfi_window=10;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-B_m10_15min_1001.py,04,T04-B_m10,15min,"MFI Reversal (mfi=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mfi_window=10;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-B_m10_30min_1002.py,04,T04-B_m10,30min,"MFI Reversal (mfi=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mfi_window=10;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
